id,region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit,created_at,updated_at
785,"Sub-Saharan Africa",Lesotho,Meat,Offline,L,2010-04-27T00:00:00.000000Z,251652848,2010-05-22T00:00:00.000000Z,8525,421.89,364.69,3596612.25,3108982.25,487630.00,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
786,Europe,Romania,"Baby Food",Online,M,2013-10-28T00:00:00.000000Z,824597156,2013-10-28T00:00:00.000000Z,5478,255.28,159.42,1398423.84,873302.76,525121.08,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
787,"Middle East and North Africa",Iraq,Cereal,Online,H,2010-07-14T00:00:00.000000Z,911025655,2010-08-25T00:00:00.000000Z,1591,205.70,117.11,327268.70,186322.01,140946.69,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
788,Europe,"San Marino",Snacks,Offline,L,2016-12-07T00:00:00.000000Z,479737174,2017-01-06T00:00:00.000000Z,3745,152.58,97.44,571412.10,364912.80,206499.30,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
789,"Sub-Saharan Africa",Liberia,Cereal,Offline,L,2012-09-23T00:00:00.000000Z,919843041,2012-10-01T00:00:00.000000Z,852,205.70,117.11,175256.40,99777.72,75478.68,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
790,"Australia and Oceania","Marshall Islands",Beverages,Offline,M,2012-10-02T00:00:00.000000Z,990767085,2012-10-10T00:00:00.000000Z,8852,47.45,31.79,420027.40,281405.08,138622.32,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
791,"Central America and the Caribbean","Trinidad and Tobago",Beverages,Offline,C,2010-03-12T00:00:00.000000Z,872245633,2010-04-06T00:00:00.000000Z,5721,47.45,31.79,271461.45,181870.59,89590.86,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
792,Asia,Japan,Beverages,Online,C,2010-08-28T00:00:00.000000Z,814327514,2010-10-09T00:00:00.000000Z,6462,47.45,31.79,306621.90,205426.98,101194.92,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
793,Asia,Mongolia,Vegetables,Online,L,2013-03-31T00:00:00.000000Z,687374055,2013-04-05T00:00:00.000000Z,8113,154.06,90.93,1249888.78,737715.09,512173.69,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
794,"Middle East and North Africa",Israel,Beverages,Online,M,2014-05-06T00:00:00.000000Z,432059085,2014-05-06T00:00:00.000000Z,4739,47.45,31.79,224865.55,150652.81,74212.74,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
795,"Central America and the Caribbean",Nicaragua,Cereal,Online,H,2011-05-24T00:00:00.000000Z,509368932,2011-06-18T00:00:00.000000Z,2441,205.70,117.11,502113.70,285865.51,216248.19,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
796,Asia,Malaysia,Cosmetics,Offline,H,2014-04-06T00:00:00.000000Z,550602424,2014-04-21T00:00:00.000000Z,4348,437.20,263.33,1900945.60,1144958.84,755986.76,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
797,Asia,Mongolia,"Office Supplies",Offline,L,2011-03-02T00:00:00.000000Z,707370889,2011-03-24T00:00:00.000000Z,5620,651.21,524.96,3659800.20,2950275.20,709525.00,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
798,"Central America and the Caribbean",Guatemala,Fruits,Online,M,2010-04-26T00:00:00.000000Z,301598155,2010-05-29T00:00:00.000000Z,8451,9.33,6.92,78847.83,58480.92,20366.91,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
799,Europe,Spain,"Personal Care",Online,L,2013-06-03T00:00:00.000000Z,975520551,2013-07-22T00:00:00.000000Z,7064,81.73,56.67,577340.72,400316.88,177023.84,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
800,"Australia and Oceania","Solomon Islands",Clothes,Online,H,2011-11-22T00:00:00.000000Z,841686904,2011-12-01T00:00:00.000000Z,2714,109.28,35.84,296585.92,97269.76,199316.16,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
801,"Middle East and North Africa",Iraq,"Personal Care",Offline,M,2013-05-06T00:00:00.000000Z,332958543,2013-05-24T00:00:00.000000Z,8687,81.73,56.67,709988.51,492292.29,217696.22,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
802,"Central America and the Caribbean",Haiti,"Baby Food",Offline,L,2015-02-09T00:00:00.000000Z,852509295,2015-02-23T00:00:00.000000Z,5300,255.28,159.42,1352984.00,844926.00,508058.00,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
803,"Sub-Saharan Africa",Burundi,Beverages,Offline,L,2015-07-29T00:00:00.000000Z,723825490,2015-08-03T00:00:00.000000Z,4902,47.45,31.79,232599.90,155834.58,76765.32,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
804,"Middle East and North Africa",Iraq,"Baby Food",Offline,M,2010-05-31T00:00:00.000000Z,140705955,2010-07-01T00:00:00.000000Z,6874,255.28,159.42,1754794.72,1095853.08,658941.64,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
805,"Sub-Saharan Africa",Madagascar,"Baby Food",Offline,C,2011-07-03T00:00:00.000000Z,717262017,2011-08-22T00:00:00.000000Z,2625,255.28,159.42,670110.00,418477.50,251632.50,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
806,"Central America and the Caribbean",Guatemala,Meat,Online,L,2012-11-10T00:00:00.000000Z,537917506,2012-11-13T00:00:00.000000Z,599,421.89,364.69,252712.11,218449.31,34262.80,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
807,"Central America and the Caribbean","Costa Rica","Baby Food",Offline,C,2017-02-18T00:00:00.000000Z,907408750,2017-02-18T00:00:00.000000Z,1268,255.28,159.42,323695.04,202144.56,121550.48,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
808,Asia,Laos,Cereal,Online,L,2016-09-06T00:00:00.000000Z,500784575,2016-10-15T00:00:00.000000Z,2139,205.70,117.11,439992.30,250498.29,189494.01,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
809,Europe,"Czech Republic",Beverages,Online,L,2012-07-02T00:00:00.000000Z,313406312,2012-07-26T00:00:00.000000Z,2747,47.45,31.79,130345.15,87327.13,43018.02,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
810,"Australia and Oceania",Tuvalu,Beverages,Online,C,2010-06-08T00:00:00.000000Z,510947787,2010-06-14T00:00:00.000000Z,9659,47.45,31.79,458319.55,307059.61,151259.94,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
811,"Central America and the Caribbean","El Salvador",Fruits,Online,C,2017-05-24T00:00:00.000000Z,879395329,2017-07-08T00:00:00.000000Z,1475,9.33,6.92,13761.75,10207.00,3554.75,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
812,Asia,"South Korea",Cosmetics,Offline,H,2014-11-07T00:00:00.000000Z,375047767,2014-12-16T00:00:00.000000Z,3823,437.20,263.33,1671415.60,1006710.59,664705.01,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
813,"Middle East and North Africa",Israel,"Personal Care",Offline,H,2015-08-20T00:00:00.000000Z,274516427,2015-08-21T00:00:00.000000Z,4366,81.73,56.67,356833.18,247421.22,109411.96,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
814,"Middle East and North Africa",Iraq,Meat,Offline,H,2014-09-12T00:00:00.000000Z,124725139,2014-10-14T00:00:00.000000Z,7795,421.89,364.69,3288632.55,2842758.55,445874.00,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
815,Asia,Vietnam,Beverages,Offline,H,2015-08-25T00:00:00.000000Z,892910230,2015-10-09T00:00:00.000000Z,834,47.45,31.79,39573.30,26512.86,13060.44,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
816,"North America","United States of America","Personal Care",Offline,L,2011-10-12T00:00:00.000000Z,916620528,2011-11-22T00:00:00.000000Z,7238,81.73,56.67,591561.74,410177.46,181384.28,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
817,"Sub-Saharan Africa",Guinea,Cosmetics,Offline,C,2012-08-12T00:00:00.000000Z,853717362,2012-09-19T00:00:00.000000Z,2794,437.20,263.33,1221536.80,735744.02,485792.78,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
818,"Central America and the Caribbean","Costa Rica",Meat,Online,L,2017-05-14T00:00:00.000000Z,532374560,2017-06-20T00:00:00.000000Z,318,421.89,364.69,134161.02,115971.42,18189.60,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
819,"Central America and the Caribbean",Honduras,"Baby Food",Online,H,2011-03-07T00:00:00.000000Z,301078450,2011-03-14T00:00:00.000000Z,4659,255.28,159.42,1189349.52,742737.78,446611.74,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
820,"Australia and Oceania","Federated States of Micronesia","Office Supplies",Online,M,2014-05-01T00:00:00.000000Z,578627860,2014-05-03T00:00:00.000000Z,7697,651.21,524.96,5012363.37,4040617.12,971746.25,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
821,Europe,Slovenia,Beverages,Offline,L,2010-04-22T00:00:00.000000Z,504134118,2010-06-03T00:00:00.000000Z,3343,47.45,31.79,158625.35,106273.97,52351.38,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
822,"Central America and the Caribbean",Dominica,Cereal,Online,M,2010-02-26T00:00:00.000000Z,187021052,2010-03-29T00:00:00.000000Z,2540,205.70,117.11,522478.00,297459.40,225018.60,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
823,Europe,Montenegro,Beverages,Offline,L,2010-11-08T00:00:00.000000Z,257024991,2010-12-19T00:00:00.000000Z,8261,47.45,31.79,391984.45,262617.19,129367.26,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
824,"Sub-Saharan Africa",Benin,Beverages,Online,H,2014-03-22T00:00:00.000000Z,514194762,2014-04-21T00:00:00.000000Z,512,47.45,31.79,24294.40,16276.48,8017.92,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
825,"Sub-Saharan Africa","The Gambia",Cereal,Online,M,2015-07-28T00:00:00.000000Z,378891694,2015-08-17T00:00:00.000000Z,1327,205.70,117.11,272963.90,155404.97,117558.93,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
826,"Central America and the Caribbean",Haiti,"Office Supplies",Online,M,2015-01-28T00:00:00.000000Z,241789615,2015-02-17T00:00:00.000000Z,9775,651.21,524.96,6365577.75,5131484.00,1234093.75,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
827,Asia,Bhutan,Snacks,Offline,L,2013-12-17T00:00:00.000000Z,113874852,2013-12-21T00:00:00.000000Z,6954,152.58,97.44,1061041.32,677597.76,383443.56,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
828,Asia,Singapore,"Office Supplies",Offline,M,2010-09-27T00:00:00.000000Z,976446235,2010-10-30T00:00:00.000000Z,995,651.21,524.96,647953.95,522335.20,125618.75,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
829,"Australia and Oceania","Samoa ",Clothes,Offline,H,2012-07-23T00:00:00.000000Z,731115090,2012-08-24T00:00:00.000000Z,2057,109.28,35.84,224788.96,73722.88,151066.08,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
830,Asia,Laos,Clothes,Online,M,2016-04-08T00:00:00.000000Z,949805247,2016-04-21T00:00:00.000000Z,7334,109.28,35.84,801459.52,262850.56,538608.96,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
831,"Sub-Saharan Africa","Cote d'Ivoire","Baby Food",Online,M,2012-03-21T00:00:00.000000Z,124753034,2012-03-24T00:00:00.000000Z,6050,255.28,159.42,1544444.00,964491.00,579953.00,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
832,"Sub-Saharan Africa","Burkina Faso","Baby Food",Online,C,2010-10-02T00:00:00.000000Z,418507277,2010-10-20T00:00:00.000000Z,4458,255.28,159.42,1138038.24,710694.36,427343.88,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
833,"North America","United States of America",Vegetables,Offline,H,2015-09-13T00:00:00.000000Z,913929307,2015-10-17T00:00:00.000000Z,846,154.06,90.93,130334.76,76926.78,53407.98,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
834,Europe,Germany,"Office Supplies",Offline,C,2013-01-10T00:00:00.000000Z,764192950,2013-01-28T00:00:00.000000Z,531,651.21,524.96,345792.51,278753.76,67038.75,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
835,Asia,Bangladesh,Meat,Offline,C,2012-06-28T00:00:00.000000Z,542784535,2012-08-16T00:00:00.000000Z,861,421.89,364.69,363247.29,313998.09,49249.20,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
836,"Sub-Saharan Africa",Kenya,"Baby Food",Online,M,2013-07-18T00:00:00.000000Z,893502891,2013-08-31T00:00:00.000000Z,6216,255.28,159.42,1586820.48,990954.72,595865.76,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
837,"Sub-Saharan Africa",Sudan,Beverages,Online,M,2016-09-16T00:00:00.000000Z,280459344,2016-10-21T00:00:00.000000Z,3007,47.45,31.79,142682.15,95592.53,47089.62,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
838,"Sub-Saharan Africa",Sudan,Meat,Offline,L,2012-03-19T00:00:00.000000Z,838077723,2012-04-30T00:00:00.000000Z,4677,421.89,364.69,1973179.53,1705655.13,267524.40,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
839,"Middle East and North Africa",Syria,Household,Offline,C,2014-01-25T00:00:00.000000Z,721094357,2014-03-12T00:00:00.000000Z,6700,668.27,502.54,4477409.00,3367018.00,1110391.00,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
840,"Sub-Saharan Africa",Namibia,Meat,Online,M,2010-11-03T00:00:00.000000Z,854558074,2010-11-20T00:00:00.000000Z,1579,421.89,364.69,666164.31,575845.51,90318.80,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
841,Europe,Italy,Clothes,Offline,C,2014-11-20T00:00:00.000000Z,883830201,2015-01-02T00:00:00.000000Z,3852,109.28,35.84,420946.56,138055.68,282890.88,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
842,Asia,"North Korea",Vegetables,Offline,L,2013-02-12T00:00:00.000000Z,524584567,2013-03-27T00:00:00.000000Z,5086,154.06,90.93,783549.16,462469.98,321079.18,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
843,"Sub-Saharan Africa",Senegal,Clothes,Offline,L,2016-03-27T00:00:00.000000Z,912807500,2016-03-29T00:00:00.000000Z,8879,109.28,35.84,970297.12,318223.36,652073.76,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
844,"Middle East and North Africa",Pakistan,Snacks,Offline,C,2017-01-25T00:00:00.000000Z,554797828,2017-03-14T00:00:00.000000Z,5861,152.58,97.44,894271.38,571095.84,323175.54,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
845,Europe,Portugal,Cereal,Online,L,2017-01-31T00:00:00.000000Z,277166879,2017-02-14T00:00:00.000000Z,8694,205.70,117.11,1788355.80,1018154.34,770201.46,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
846,Europe,Albania,"Baby Food",Offline,H,2015-01-12T00:00:00.000000Z,976838481,2015-02-09T00:00:00.000000Z,7069,255.28,159.42,1804574.32,1126939.98,677634.34,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
847,"Middle East and North Africa","Tunisia ",Beverages,Offline,H,2010-09-19T00:00:00.000000Z,471048963,2010-10-17T00:00:00.000000Z,2711,47.45,31.79,128636.95,86182.69,42454.26,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
848,Europe,Iceland,Cosmetics,Online,L,2016-05-18T00:00:00.000000Z,247347152,2016-06-28T00:00:00.000000Z,4374,437.20,263.33,1912312.80,1151805.42,760507.38,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
849,Europe,"United Kingdom",Cereal,Offline,M,2015-01-10T00:00:00.000000Z,513594377,2015-01-17T00:00:00.000000Z,2844,205.70,117.11,585010.80,333060.84,251949.96,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
850,"Australia and Oceania",Nauru,Snacks,Offline,C,2017-03-28T00:00:00.000000Z,647964465,2017-04-03T00:00:00.000000Z,5939,152.58,97.44,906172.62,578696.16,327476.46,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
851,"Sub-Saharan Africa",Mozambique,Vegetables,Online,M,2011-12-11T00:00:00.000000Z,548943746,2012-01-09T00:00:00.000000Z,3508,154.06,90.93,540442.48,318982.44,221460.04,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
852,"Sub-Saharan Africa",Burundi,Clothes,Offline,C,2015-08-19T00:00:00.000000Z,185331046,2015-08-25T00:00:00.000000Z,2430,109.28,35.84,265550.40,87091.20,178459.20,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
853,"Australia and Oceania",Palau,"Baby Food",Online,L,2015-07-29T00:00:00.000000Z,946237695,2015-08-29T00:00:00.000000Z,1616,255.28,159.42,412532.48,257622.72,154909.76,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
854,Europe,Slovenia,Beverages,Offline,H,2011-06-19T00:00:00.000000Z,691087520,2011-07-24T00:00:00.000000Z,7009,47.45,31.79,332577.05,222816.11,109760.94,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
855,"Australia and Oceania",Tuvalu,Fruits,Offline,L,2011-08-19T00:00:00.000000Z,499616849,2011-09-02T00:00:00.000000Z,6583,9.33,6.92,61419.39,45554.36,15865.03,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
856,"Central America and the Caribbean","The Bahamas",Snacks,Online,M,2014-02-11T00:00:00.000000Z,621874511,2014-02-11T00:00:00.000000Z,5342,152.58,97.44,815082.36,520524.48,294557.88,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
857,"Middle East and North Africa",Lebanon,Cereal,Online,H,2010-06-11T00:00:00.000000Z,928221833,2010-07-23T00:00:00.000000Z,322,205.70,117.11,66235.40,37709.42,28525.98,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
858,Europe,"Bosnia and Herzegovina",Household,Offline,C,2012-02-20T00:00:00.000000Z,459332644,2012-03-13T00:00:00.000000Z,5592,668.27,502.54,3736965.84,2810203.68,926762.16,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
859,"Middle East and North Africa",Algeria,"Baby Food",Online,L,2016-08-25T00:00:00.000000Z,576193273,2016-10-05T00:00:00.000000Z,7249,255.28,159.42,1850524.72,1155635.58,694889.14,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
860,Europe,Lithuania,Meat,Offline,L,2011-02-14T00:00:00.000000Z,910102546,2011-03-18T00:00:00.000000Z,8423,421.89,364.69,3553579.47,3071783.87,481795.60,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
861,"Central America and the Caribbean","Saint Kitts and Nevis ","Office Supplies",Offline,H,2014-01-25T00:00:00.000000Z,712671792,2014-03-14T00:00:00.000000Z,4275,651.21,524.96,2783922.75,2244204.00,539718.75,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
862,"Sub-Saharan Africa",Madagascar,Cosmetics,Online,H,2010-12-24T00:00:00.000000Z,205824840,2011-01-19T00:00:00.000000Z,6999,437.20,263.33,3059962.80,1843046.67,1216916.13,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
863,"Sub-Saharan Africa","Republic of the Congo","Personal Care",Online,L,2011-02-19T00:00:00.000000Z,131798017,2011-03-07T00:00:00.000000Z,817,81.73,56.67,66773.41,46299.39,20474.02,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
864,"Central America and the Caribbean","Saint Kitts and Nevis ",Cereal,Online,H,2013-07-07T00:00:00.000000Z,403140151,2013-07-16T00:00:00.000000Z,6984,205.70,117.11,1436608.80,817896.24,618712.56,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
865,"Sub-Saharan Africa",Burundi,"Office Supplies",Online,M,2010-08-07T00:00:00.000000Z,552712571,2010-08-14T00:00:00.000000Z,8787,651.21,524.96,5722182.27,4612823.52,1109358.75,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
866,Europe,Greece,"Personal Care",Offline,H,2014-11-08T00:00:00.000000Z,183689105,2014-11-10T00:00:00.000000Z,6543,81.73,56.67,534759.39,370791.81,163967.58,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
867,Asia,Myanmar,"Office Supplies",Offline,M,2017-02-06T00:00:00.000000Z,319556081,2017-03-27T00:00:00.000000Z,2600,651.21,524.96,1693146.00,1364896.00,328250.00,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
868,"Central America and the Caribbean","Saint Vincent and the Grenadines",Clothes,Online,M,2013-01-04T00:00:00.000000Z,254112327,2013-02-12T00:00:00.000000Z,6339,109.28,35.84,692725.92,227189.76,465536.16,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
869,"Sub-Saharan Africa","Equatorial Guinea",Cosmetics,Online,H,2014-06-19T00:00:00.000000Z,701469171,2014-07-17T00:00:00.000000Z,9171,437.20,263.33,4009561.20,2414999.43,1594561.77,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
870,Europe,Malta,Vegetables,Online,M,2015-06-23T00:00:00.000000Z,646050441,2015-07-04T00:00:00.000000Z,9537,154.06,90.93,1469270.22,867199.41,602070.81,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
871,"Sub-Saharan Africa","Burkina Faso",Household,Offline,H,2011-02-13T00:00:00.000000Z,492592465,2011-04-01T00:00:00.000000Z,7912,668.27,502.54,5287352.24,3976096.48,1311255.76,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
872,"Sub-Saharan Africa",Senegal,Clothes,Online,H,2016-06-22T00:00:00.000000Z,716144073,2016-07-21T00:00:00.000000Z,1800,109.28,35.84,196704.00,64512.00,132192.00,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
873,"Middle East and North Africa",Morocco,Beverages,Online,M,2017-05-22T00:00:00.000000Z,512066590,2017-06-09T00:00:00.000000Z,738,47.45,31.79,35018.10,23461.02,11557.08,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
874,Europe,Iceland,"Office Supplies",Offline,M,2012-02-19T00:00:00.000000Z,946033847,2012-02-29T00:00:00.000000Z,1293,651.21,524.96,842014.53,678773.28,163241.25,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
875,"Sub-Saharan Africa",Swaziland,Meat,Offline,L,2015-03-13T00:00:00.000000Z,904032170,2015-03-30T00:00:00.000000Z,2064,421.89,364.69,870780.96,752720.16,118060.80,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
876,"Sub-Saharan Africa",Angola,Vegetables,Online,M,2015-08-14T00:00:00.000000Z,242360389,2015-09-21T00:00:00.000000Z,8680,154.06,90.93,1337240.80,789272.40,547968.40,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
877,Europe,Switzerland,Beverages,Offline,H,2011-01-31T00:00:00.000000Z,237629830,2011-03-06T00:00:00.000000Z,8802,47.45,31.79,417654.90,279815.58,137839.32,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
878,"Central America and the Caribbean",Nicaragua,Fruits,Online,C,2011-09-11T00:00:00.000000Z,436764323,2011-09-17T00:00:00.000000Z,7124,9.33,6.92,66466.92,49298.08,17168.84,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
879,Asia,Thailand,Cosmetics,Offline,M,2013-06-23T00:00:00.000000Z,907000195,2013-07-11T00:00:00.000000Z,368,437.20,263.33,160889.60,96905.44,63984.16,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
880,Europe,Romania,Household,Online,M,2017-04-23T00:00:00.000000Z,885886275,2017-05-16T00:00:00.000000Z,2290,668.27,502.54,1530338.30,1150816.60,379521.70,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
881,Asia,Indonesia,Vegetables,Online,M,2017-07-23T00:00:00.000000Z,131283891,2017-08-27T00:00:00.000000Z,8676,154.06,90.93,1336624.56,788908.68,547715.88,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
882,"Central America and the Caribbean","Dominican Republic",Beverages,Online,H,2013-06-11T00:00:00.000000Z,271366870,2013-06-18T00:00:00.000000Z,2342,47.45,31.79,111127.90,74452.18,36675.72,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
883,"Sub-Saharan Africa",Madagascar,Beverages,Online,H,2012-10-28T00:00:00.000000Z,754621541,2012-11-05T00:00:00.000000Z,8138,47.45,31.79,386148.10,258707.02,127441.08,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
884,"Sub-Saharan Africa",Burundi,Beverages,Offline,H,2013-04-06T00:00:00.000000Z,199846732,2013-05-18T00:00:00.000000Z,7944,47.45,31.79,376942.80,252539.76,124403.04,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
885,"Middle East and North Africa",Lebanon,"Office Supplies",Online,H,2013-05-21T00:00:00.000000Z,446153771,2013-06-17T00:00:00.000000Z,5670,651.21,524.96,3692360.70,2976523.20,715837.50,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
886,"Sub-Saharan Africa",Benin,Household,Online,C,2016-09-04T00:00:00.000000Z,702966487,2016-09-25T00:00:00.000000Z,2260,668.27,502.54,1510290.20,1135740.40,374549.80,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
887,Europe,"Bosnia and Herzegovina",Beverages,Online,C,2012-07-12T00:00:00.000000Z,700021207,2012-08-25T00:00:00.000000Z,686,47.45,31.79,32550.70,21807.94,10742.76,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
888,"Sub-Saharan Africa","Democratic Republic of the Congo","Office Supplies",Offline,L,2010-05-05T00:00:00.000000Z,237366759,2010-05-07T00:00:00.000000Z,954,651.21,524.96,621254.34,500811.84,120442.50,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
889,Europe,Lithuania,Vegetables,Online,L,2013-01-01T00:00:00.000000Z,535364472,2013-01-21T00:00:00.000000Z,5099,154.06,90.93,785551.94,463652.07,321899.87,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
890,"Middle East and North Africa","United Arab Emirates",Household,Online,M,2013-02-08T00:00:00.000000Z,184688174,2013-02-14T00:00:00.000000Z,2190,668.27,502.54,1463511.30,1100562.60,362948.70,2024-11-04T04:05:04.000000Z,2024-11-04T04:05:04.000000Z
